sentence,label
".","other"
"Today, Russia's actions in the former Ottoman world mean a state visit for Russian President Vladimir Putin, discounted natural gas, and lucrative trade deals","claim"
".","other"
"Turkey's recent coziness with Russia, and its reluctance","other"
"to take on the ISIL","other"
",","other"
"have left many politicians in the West confused and frustrated","claim"
".","other"
"However","other"
",","other"
"to understand Turkish foreign policy one","other"
"must first look at US and European foreign policy","claim"
".","other"
"The lack of any coherent US-Middle East policy has made","other"
"Turkey reluctant","other"
"to respond","other"
"to ISIL in any meaningful way","claim"
".","other"
"US President Barack Obama's disinterest in the region began with his hell-bent desire","other"
"to remove all US forces from Iraq","other"
",","other"
"no matter","other"
"what","other"
"the security situation was like","claim"
".","other"
"As far","other"
"as","other"
"Ankara was concerned","other"
",","other"
"the US left behind unfinished business in Iraq","claim"
".","other"
"Next came the US response to the so-called Arab Spring","premise"
",","other"
"which amounted to","other"
"telling regional autocrats","other"
"that they had","other"
"to go","claim"
",","other"
"and","other"
"when","other"
"they did not leave","other"
",","other"
"the US failed","other"
"to do anything about it","claim"
".","other"
"Perhaps the biggest failure of Obama's Middle East policy was drawing a ''red line'', and then failing","other"
"to enforce it","other"
"when","other"
"Bashar al-Assad used chemical weapons against his own people","claim"
".","other"
"Pushing Turkey away","other"
".","other"
"Since	Modd-NU","other"
"Turkey does not believe","other"
"the US will see through to the completion of its mission","other"
"to take on ISIL and force Assad out of power","claim"
",","other"
"understandably, Ankara has been reluctant","other"
"to come on board","claim"
".","other"
"As far as","other"
"Ankara is concerned","other"
",","other"
"US creditability in the Middle East is bankrupt","claim"
".","other"
"It is not just US foreign policy","other"
"pushing Turkey away from the West","claim"
".","other"
"This week, the EU's new foreign policy chief, Federica Mogherini, visited Ankara and told a group of journalists","other"
"that the EU's ''top priority will be Turkey's EU accession process''","premise"
".","other"
"After years of delays by Brussels","other"
",","other"
"it is not likely","other"
"anyone in Turkey will believe these words","claim"
"- nor","claim"
"should they","claim"
".","other"
"Europe's empty promises of EU membership, and its weak response over Russia's invasion of Ukraine, has forced","other"
"Turkey to hedge its bets","other"
"that closer ties with Moscow are preferable to those with Brussels","claim"
".","other"
"Making","other"
"a bad situation worse","other"
"is the degree of European xenophobia lurking inside the debate around Turkish membership of the EU","claim"
".","other"
"Make no mistake","other"
";","other"
"Turkey's President Recep Tayyip Erdogan has not been the easiest leader for the West","other"
"to work with","claim"
".","other"
"Apart from some of his more ridiculous, but harmless statements","other"
"-","other"
"''Muslim sailors reached the American continent 314 years before Columbus, in 1178'' - many in the West","other"
"have been put off by his crackdown on political dissent, limitations on press freedom, and his drive","other"
"to bring a more conservative brand of Islam into","other"
"what","other"
"is still a largely secular society","claim"
".","other"
"Leaders in the West would be wise","other"
"not to dismiss Turkey altogether because of Erdogan's ironfisted leadership style","claim"
".","other"
"Turkey is a parliamentary democracy","claim"
",","other"
"but","other"
"as the president, Erdogan derives his extensive powers","other"
"because","other"
"his Justice and Development Party (AKP) currently controls parliament","claim"
".","other"
"Without an AKP majority in parliament, the centre of power in Turkish politics is likely","other"
"to shift back to the prime minister's office","claim"
".","other"
"In June","other"
",","other"
"Turkey will hold its next parliamentary elections","premise"
"- and","other"
"if	cond","other"
"the elections are anything like Turkey's 2014 presidential elections	cond","claim"
",	cond","other"
"the race will be close","claim"
".","other"
"If	cond","other"
"the AKP does not get a majority","other"
",","other"
"or","other"
"if","other"
"they have","other"
"to form a coalition	cond","claim"
",	cond","other"
"Erdogan's power and influence will be significantly curtailed","claim"
".","other"
"Turkey is situated in a dangerous neighbourhood","claim"
".","other"
"It has land borders with Syria, Iraq, and Iran","claim"
".","other"
"Its border with Armenia is closed","claim"
".","other"
"A recent investigation uncovered a terror organisation operating inside Turkey with links to Iran's Revolutionary Guard Corps","claim"
".","other"
"ISIL controls huge swaths of land along the Turkish border with Syria and Iran","claim"
".","other"
"The threat from Assad is so great","other"
"that NATO currently provides","other"
"air defence units to protect Turkish airspace","premise"
".","other"
"It is clear","other"
"that foreign policy decisions taken by the US and Europe have left Turkey feeling exposed","claim"
".","other"
"Short-sighted leaders in the West need","other"
"to open their eyes and see Turkey for","other"
"what","other"
"it really is: a valued NATO partner, a secular state (at least for now)","other"
"bridging Europe and the Islamic world, a developing economy and a major player in the energy market","claim"
".","other"
"What a tragedy","other"
"it would be","other"
"if","other"
"broken promises from Europe","other"
",","other"
"combined with a lack of US leadership and strategy in the Middle East","other"
",","other"
"results in a Turkey","other"
"that becomes more fundamentalist, anti-western, and pro- Russian","claim"
".","other"
"The Marshall Islands' latest nuclear test.","other"
"The Marshall Islands - a country of about 70,000 people located in the Pacific Ocean - is taking the world's nine nuclear powers to court for","other"
"allegedly violating international obligations","other"
"to work towards nuclear disarmament","premise"
".","other"
"The list of accused is","other"
"as","other"
"follows: the United States, Russia, Britain, China, France, India, North Korea, Pakistan, and Israel","premise"
